minute_2_0,xg_at_event,target_comeback
45,1.9791675005108118,0
61,2.7887638113461435,0
14,1.0199239123612642,0
17,0.9912776071578264,0
83,1.730786407366395,0
52,0.8747555278241634,0
34,1.5255060009658337,0
82,2.1232468923553824,0
86,1.9891473073512316,0
9,1.3729772958904505,0
41,1.2943305224180222,0
82,1.151747303083539,0
91,1.7488649562001228,0
33,1.7316588978283107,0
48,0.686581414192915,0
14,1.3185022920370102,0
67,0.8628342021256685,0
51,2.2441098196431994,0
24,1.3126751780509949,0
60,2.1481465278193355,0
29,1.1319712018594146,0
39,0.5848750108852983,0
90,2.0027924114838243,0
92,2.4366482151672244,0
57,1.9198327288031578,0
39,1.3375522121787071,0
65,2.742663753218949,0
39,1.895377297885716,0
21,0.7738607209175825,0
43,1.2597294971346855,1
76,1.8540928857401013,0
23,1.8053303249180317,1
56,2.7369812913239002,0
34,0.7598995650187135,0
10,0.8827600106596947,0
46,1.0564213134348392,0
40,1.8683836041018367,0
31,1.4899677569046617,0
58,2.8399794213473797,0
27,1.4767245054244995,0
54,1.0341022247448564,0
65,1.2150814104825258,0
21,0.3062747996300459,0
62,1.5579731781035662,0
12,1.278938915580511,0
17,0.8490475891157985,0
83,2.4963020742870867,0
66,0.9933347869664431,0
52,1.5718330247327685,0
72,1.651498475112021,0
70,1.7646478060632944,0
59,1.3529115002602339,0
22,0.8406937979161739,0
80,2.555222070775926,0
30,2.025589207187295,0
54,1.5615604165941477,0
59,1.2063017692416906,0
31,1.9972401978448033,0
41,1.981922186911106,0
37,1.7906313501298428,0
52,1.1319690085947514,0
18,0.81711670383811,1
68,2.454794474877417,1
40,0.9901957912370563,0
60,1.4594639940187335,0
63,1.590561205521226,0
24,1.1733241993933916,0
54,1.893656405620277,0
35,0.37755269929766655,0
72,2.7547184880822897,0
21,0.7185685057193041,1
77,2.779398174956441,0
9,1.0340673122555017,1
43,2.2340773921459913,0
70,3.2699428759515285,0
22,0.8112291991710663,0
47,1.3562365574762225,0
93,3.1310866195708513,0
52,2.3584900181740522,0
77,2.154365973547101,0
18,0.35808510705828667,0
72,2.669103520922363,0
53,1.1560919024050236,0
59,2.821561010554433,0
86,2.017611587420106,0
82,2.9040983440354466,0
39,0.8445812966674566,0
19,1.4557139072567225,0
87,1.20041289832443,0
23,0.8709019152447581,0
77,1.416768604889512,0
46,2.093837413005531,0
85,1.211766017600894,0
64,3.981613648124039,0
84,4.000887746922672,0
65,1.31931968126446,0
89,1.976891198195517,0
75,0.6214860025793314,0
59,2.035067433491349,0
71,2.939504597336054,0
68,1.1730572050437331,0
82,2.135450376663357,0
30,0.850653113797307,0
73,1.7069571055471897,0
41,1.91041031293571,0
72,1.929357973858714,0
73,1.8774144230410457,0
22,1.7873928993940353,0
48,1.7796567063778639,0
80,1.9262105226516724,0
29,1.053934719413519,0
47,1.3235131977126002,0
74,1.4412872279062867,0
61,1.5297884359024465,0
12,0.8192157857120037,0
73,2.452278161421418,0
64,2.9941007867455482,0
70,2.4361619940027595,0
65,2.186977868899703,0
19,1.4081011032685637,0
38,1.3626896711066365,0
93,1.6005747122690082,0
59,2.28205060120672,0
48,1.8920645024627447,0
48,1.6339578246697783,0
30,1.4790947064757347,1
58,1.3928635846823454,0
60,2.0108469356782734,0
42,1.1590206231921911,0
39,0.8075342141091824,0
15,0.7274441830813885,0
25,1.3380180019885302,0
21,0.6872583106160164,0
45,0.3277794970199466,0
61,2.172514601610601,0
31,0.7980187917128205,0
42,1.992515622638166,0
81,2.151556111872196,0
81,1.305877398699522,0
71,2.1555248480290174,0
79,1.2073787152767181,0
51,1.5700541147962213,0
31,0.9997004149481654,0
49,1.7608654163777828,0
57,1.533046248368919,0
58,1.999300112016499,1
51,1.6046238131821156,0
47,1.5885762851685286,0
74,1.6794403167441487,0
48,0.829628805629909,1
41,1.831965409219265,0
17,0.3536602985113859,0
31,0.35141260363161564,1
81,2.497791798785329,0
31,1.1317028142511845,0
46,1.1472855685278773,0
29,1.1592809269204736,1
64,1.9866665778681636,0
55,2.0115109151229262,0
46,0.7765359077602625,0
27,1.623542225919664,0
19,1.3848041258752346,0
58,2.2777135260403156,0
89,2.64853242225945,0
22,1.1584711000323296,0
93,2.982264693826437,0
65,1.698875304311514,0
53,1.8446896150708199,0
15,0.3700110036879778,0
46,2.057377186603844,0
27,1.3127020793035626,0
89,3.2225126372650266,0
88,1.1539468131959438,0
93,1.703630511648953,0
35,0.6550860055722296,0
49,0.9374375008046627,0
45,1.0316389286890626,0
67,2.178454383276403,0
36,1.5666506001725793,0
84,2.8282321076840162,0
33,2.191982806660235,0
71,2.18027405673638,0
55,2.2219014996662736,0
81,3.576038599945605,0
47,0.7409351971000433,0
53,0.6170027945190668,1
27,0.5176522023975849,0
93,3.1314240032806993,0
79,4.157174424268305,0
58,1.6915955180302262,0
52,1.4390675779432058,0
40,1.5107262916862965,0
90,1.9191574910655618,0
37,0.4530313927680254,0
15,1.3802540302276611,0
42,1.1626458186656237,0
24,1.5892014279961586,0
70,2.4981677820906043,1
50,2.063203184865415,0
58,2.2524399580433965,0
80,2.3337280228734016,0
59,1.5449027819558978,0
56,1.5884932167828083,0
24,2.004516308195889,0
39,2.958607604727149,1
68,1.9662483632564545,0
39,0.1639801999554038,0
40,1.3988516852259636,1
66,1.6304145622998476,1
68,1.78459201939404,0
22,1.4095417987555265,0
55,1.6589977890253067,0
89,1.658543212339282,0
58,0.7059684125706553,0
22,1.7537758965045214,0
48,0.6745142973959446,0
74,1.7435454921796918,0
41,1.5208798702806234,0
56,1.2196733010932803,0
33,1.7257772283628583,0
43,1.5074154939502478,0
36,1.5196711905300617,0
82,3.2294867411255836,0
44,1.0113519113510847,0
48,2.4679263159632683,0
55,2.8139370251446962,0
25,0.9755109995603561,0
52,2.4413614021614194,1
32,2.1286549139767885,1
20,1.1731445454061031,0
87,2.957363626919687,0
45,1.993305386044085,1
25,0.674751075450331,0
61,1.715989900752902,1
17,0.4969678055495024,0
69,2.4646589877083898,0
61,2.4104010984301567,0
16,1.4881391171365976,0
36,0.9543761871755123,0
72,3.5571164870634675,0
50,1.250532797537744,0
45,2.0609879372641444,0
35,0.6713437903672457,0
39,0.8999409079551697,0
72,3.1839841594919562,0
91,2.3340828381478786,0
10,0.7012603785842657,0
38,0.9780038949102163,0
38,1.3730176892131567,0
76,3.2554515060037374,0
76,0.7721175500191748,0
32,1.0207536034286022,0
65,2.2381423385813832,0
35,1.1909540053457022,0
33,1.9827882163226604,0
80,1.2792259054258466,0
37,1.3280788268893957,0
25,0.9073290145024657,0
25,1.064713622443378,0
50,2.0732209142297506,0
32,0.9245219025760889,0
60,1.589060920290649,0
84,3.53714135941118,0
39,1.9077444141730666,0
45,0.5582453953102231,0
44,1.7389287948608398,0
4,0.11534739751368761,0
67,3.5102678444236517,0
52,2.090492032468319,0
63,1.2822250174358487,0
36,1.5733888056129217,0
82,1.5520758708007634,0
50,0.7908452115952969,0
7,0.19292359799146652,0
48,1.7782349158078432,0
18,0.6781846880912781,0
68,1.5154160056263208,0
84,1.4486292116343975,0
46,1.4544033166021109,0
35,1.0521388025954366,1
66,1.8214276088401675,0
52,1.4820752926170826,0
52,1.6655202470719814,0
74,3.6419595535844564,0
40,1.4977214420214295,0
91,2.443348804488778,0
71,1.6637337915599346,0
85,2.1158377029933035,0
30,0.5558975031599402,0
65,2.6462832801043987,0
60,1.2904106806963682,0
44,1.302253995090723,0
52,1.7175765642896295,0
90,1.1744060069322586,0
22,0.437168194912374,0
55,1.180358987301588,0
25,1.5947774946689606,1
54,2.2607843670994043,0
23,0.7992125153541565,0
18,1.0364811830222607,1
64,2.5100602223537862,0
35,1.3930619806051254,0
66,1.687423684168607,0
18,0.9176088087260723,1
38,0.9713134001940489,0
18,0.9342902824282646,0
77,3.37325082719326,0
46,1.3590498100966215,0
39,1.8055567052215338,0
66,1.7977145938202739,0
89,4.473674833774567,0
56,1.7259187316522002,0
77,2.242065092548728,0
21,0.8390746805816889,0
12,1.0403434969484806,0
48,1.9300292916595936,0
39,0.8001717012375593,0
65,2.1671519223600626,0
39,1.8824595212936401,0
27,1.2351074609905481,1
66,3.196772444061935,0
66,1.5746386842802167,0
41,2.8936311677098274,0
62,0.9387852600775659,0
32,0.7188559006899595,0
50,1.5563567019999027,0
54,2.9085418106988072,0
80,2.005521522834897,0
82,1.8302879920229316,0
67,2.6955414437688887,0
25,1.9807878341525793,0
25,1.3908821139484644,0
92,2.2942162165418267,0
31,1.2389204110950232,0
56,0.8032313976436853,0
66,1.7356586204841733,1
60,2.902787121012807,0
40,0.8658694112673402,0
35,2.209988819435239,0
51,1.381520309485495,1
49,1.8359379693865776,1
35,0.9652520110830665,1
71,1.903114702552557,0
31,1.5970173962414265,0
43,2.1942270463332534,0
54,1.0941860815510154,1
52,2.0315067749470472,0
36,0.9108578022569418,0
70,1.349797997623682,0
20,1.3986192010343075,0
31,0.5113870967179537,0
60,0.9802374932914972,0
55,3.594761721789837,0
84,3.726633118465543,0
85,3.7792440042831004,0
33,0.9274567933753133,0
66,2.2560170870274305,0
32,0.6311629079282284,0
63,1.388838030397892,0
67,1.980900028720498,0
9,0.9027932118624449,0
71,2.231212543323636,0
16,1.7582996301352978,0
72,1.9305071011185646,0
73,1.2299164095893502,0
28,2.561926324851811,0
33,1.4348552841693163,0
33,1.804898425936699,0
85,1.5438534254208207,0
15,1.3290109001100063,0
79,3.1131408093497157,0
15,1.2864106185734272,0
18,0.37754200026392937,0
70,3.226739183999598,0
15,0.8940485939383507,0
25,1.3451500991359353,0
45,2.3682271130383015,1
43,1.2463203966617584,0
74,2.4842970548197627,0
39,2.0642235120758414,0
59,1.4732047207653522,0
50,1.0630112225189805,0
36,2.2348715122789145,0
