minute_2_0,xg_at_event,target_comeback
38,0.16325349919497967,0
77,2.4687655344605446,0
69,2.0439204052090645,0
52,1.6651152651757002,0
79,3.3637960189953446,0
37,1.151817518286407,0
85,2.928863113746047,0
53,1.7675649356096983,0
87,1.559532007202506,0
47,1.2754594087600708,0
71,1.8909976035356522,0
81,2.9142964044585824,0
39,0.7190087903290987,0
39,1.839189987629652,0
50,2.3370483964681625,0
65,0.7278169002383947,0
49,0.9638389050960541,0
26,0.7810461949557066,0
47,0.38469703309237957,0
41,1.2634016908705235,0
76,2.170538685284555,0
30,1.6736493287608027,0
82,2.858906602486968,0
37,1.181231806986034,0
29,0.3667578026652336,0
50,3.4116203049197793,0
22,1.1088720029219985,0
66,2.4237742237746716,0
15,0.8185495920479298,0
34,1.0488589983433485,0
20,1.1897385120391846,1
55,1.9718372961506248,0
18,1.775228675454855,0
47,2.471803478896618,0
46,1.026083298958838,0
32,1.521333497017622,0
72,2.70115053281188,0
17,0.7894139159470797,0
11,1.0889530181884766,0
42,1.1666801078245044,1
57,1.7679615980014205,0
28,1.1090557351708412,0
23,1.5235288068652153,0
49,1.2113827150315046,0
63,2.034179219044745,1
40,1.0041972044855356,0
22,1.1683427803218365,0
40,0.9498180830851197,0
39,0.9922590982168913,0
48,1.114514708518982,0
30,1.4992737090215087,0
63,2.5003336630761623,0
61,2.0933458898216486,0
83,3.420497010461986,0
45,1.4851051112636924,0
24,0.14206959679722786,0
55,1.3152508987113833,0
64,1.2875773403793573,0
67,3.498853785917163,0
27,1.7313840240240097,0
76,2.700410982593894,0
72,1.0280991848558187,0
30,1.1378669291734695,0
10,0.6704679876565933,0
53,1.375942800194025,0
42,1.1270625200122595,0
42,1.1466104229912162,0
33,1.5571945905685425,0
31,1.2915225010365248,0
86,2.214589612558484,0
39,1.4362762905657291,0
22,1.8031044797971845,0
74,3.2428865134716034,0
69,2.004198808223009,0
34,0.5619585961103439,0
25,0.999879932962358,0
51,1.7889699060469866,1
46,1.9246582183986902,0
52,0.9670421769842505,0
68,3.314300127327442,0
38,2.011993302963674,0
59,1.7320496961474419,0
35,1.0434843888506293,1
51,1.0303486976772547,0
8,0.5997776910662651,0
59,0.8361825905740261,0
80,2.393252951093018,0
88,2.0628842702135444,0
62,2.7351592872291803,0
43,1.007996798492968,1
54,1.244797389023006,0
46,2.0289430087432265,0
37,1.2009910009801388,0
5,0.24690169841051102,0
9,1.072876200079918,0
90,2.2625924134626985,0
68,0.9880264988169074,0
62,2.0102602895349264,0
45,0.5197629947215319,0
63,1.4120110031217337,0
38,1.643604596145451,0
67,1.9119119215756655,0
67,2.021623115055263,0
13,1.6033506747335196,0
50,0.859540618956089,0
77,2.4414841448888183,0
41,1.3278883136808872,0
62,2.773631075397134,0
45,3.1329291108995676,1
68,2.1731537161394954,0
55,1.026633208617568,0
50,1.3907133024185896,0
27,0.7324722092598677,0
31,0.9142639096826315,0
53,1.5211323965340853,0
54,1.4962687026709318,0
25,1.3073031138628721,0
47,0.594545304775238,1
23,0.5285659059882164,0
28,1.2086471039801836,0
69,1.3999740090221167,0
58,2.7922088466584682,0
49,0.9257492087781429,0
67,2.7117440588772297,0
42,1.1479035969823599,0
95,2.869242805056274,0
16,1.2048045005649328,0
19,0.41816939786076546,0
72,1.8729235865175724,0
11,1.0931153893470764,0
85,3.151373416185379,0
74,0.49055197928100824,0
30,1.0174494897946715,1
59,1.5656980080530047,1
8,1.0224799811840057,0
13,2.076235861517489,0
68,1.7826482756063342,0
24,1.2933674175292253,0
69,2.73331047128886,0
71,1.9351363983005285,1
15,0.9799116104841232,0
37,1.8536038249731064,0
76,1.1701094089075923,0
47,1.8845964763313532,0
63,1.3703312259167433,0
27,1.994093470275402,0
47,1.735650883987546,0
62,1.4341314965859056,0
77,2.482841140590608,0
39,2.759766910225153,0
58,1.7524858256801963,0
82,1.863345805555582,0
53,1.4260817002505064,0
44,1.1922716153785586,0
79,1.4402064480818808,0
90,4.234431534074247,0
46,3.3465773202478886,0
63,2.1475550457835197,0
30,1.9995946623384953,0
19,1.237926572561264,0
30,1.264794135466218,0
26,0.9733828827738762,0
92,3.1914477720856667,0
65,1.40402489900589,1
70,1.7733533941209316,0
51,1.2444801833480597,0
44,1.3182958345860243,0
91,5.534638661425561,0
84,2.0494503304362297,0
61,2.441420736722648,1
43,1.42243149317801,0
75,0.6577025009319186,0
53,1.9710684777237475,0
57,0.39392739720642567,0
20,1.8668417679145932,0
36,1.2808816097676754,0
37,1.3105798698961735,0
30,1.1601875815540552,0
64,2.636914917267859,1
47,1.841199778020382,0
34,0.655666783452034,0
40,1.4076052717864513,0
75,2.2395812096074224,0
58,1.3255504872649908,0
86,1.9855892127379775,0
72,1.6434343275614083,0
64,2.9049258856102824,0
33,1.4880515336990356,0
65,2.599391802214086,0
32,2.805851785466075,0
9,0.16809550393372774,1
56,3.082384677603841,0
20,0.3429957963526249,0
53,3.535162365064025,0
88,3.3173532327637076,0
62,2.109702586196363,0
65,1.3985041272826493,0
71,2.0326094944030046,0
18,0.41708329878747463,0
56,1.7865289812907577,0
48,1.79585150629282,0
29,0.6487691029906273,0
17,1.0256169065833092,0
39,1.7180945621803403,0
52,2.341764682903886,0
47,1.2140397019684315,0
18,1.7060276120901108,0
75,0.9936899989843369,0
15,1.4604235999286175,0
73,0.9790745982900262,0
63,2.574393367394805,0
22,1.0890415012836456,0
76,1.9425277141854167,0
19,0.39222280122339725,1
81,2.384218933992088,0
30,0.9684572126716375,0
21,0.9949222132563591,0
53,2.0963896298781037,0
50,2.37574328109622,0
50,1.1566662825644016,0
47,0.9483092948794365,0
27,0.28832609951496124,0
77,0.9124586880207062,0
57,1.0741918217390776,0
49,1.4427615907043219,0
93,2.6099683390930295,0
51,1.2461528088897467,0
28,1.2604286214336753,0
32,1.4609886892139912,0
67,1.3246667105704546,0
47,1.2873279135674238,0
86,4.412747246213257,0
41,1.2547488203272223,0
76,1.4420281928032637,0
28,0.24430929869413376,0
22,0.8365561962127686,0
63,2.4578674267977476,0
47,1.7808974143117666,0
12,0.44993719831109047,0
33,1.043551679700613,0
32,1.414035588502884,0
54,3.8090039882808924,0
11,0.21039040200412273,0
94,2.6473460821434855,0
57,0.7683945959433913,1
26,1.2858680188655853,1
79,2.6166663179174066,0
46,2.080880032852292,0
73,2.38080070912838,0
94,3.319034189917147,0
38,1.8501125164330006,0
11,0.8828014023602009,0
62,1.387768910266459,0
41,1.9925624141469598,0
90,2.3075404660776258,0
38,2.248025082051754,0
53,1.4857894824817777,0
92,2.8710578056052327,0
79,1.4549695998430252,0
16,0.9503850918263197,1
82,1.9485952258110046,0
80,2.6214862195774913,1
62,2.040997702628374,0
86,2.719469233416021,0
45,2.134084416553378,0
45,2.2842059209942818,0
96,2.977935839444399,0
22,1.5001275474205613,0
33,0.5511508947238326,0
43,1.1298234788700938,0
60,1.6975101921707392,0
62,2.753678509965539,0
12,1.0452541932463646,0
60,1.7509246030822396,0
51,2.375250304117799,0
16,1.5894093252718449,0
62,2.3143202094361186,0
65,0.7395725045353174,0
37,0.8280504206195474,0
26,1.0359442085027695,0
40,1.1995508074760437,0
51,2.137860876508057,0
19,0.8613618947565556,0
17,1.2276118993759155,0
75,1.5919163981452584,0
41,1.1021695164963603,0
31,1.8764288928359747,1
66,1.6216680370271206,0
51,2.1272732340730727,0
49,1.9939853958785534,0
68,3.665571743622422,0
71,3.475471348501742,0
26,1.539963680319488,0
71,3.3341482607647777,0
81,2.553077897056937,0
87,3.69439063873142,0
32,1.9150080252438784,0
82,0.9564184173941612,0
59,2.4694685712456703,0
79,2.0739830378443003,0
43,1.50222282204777,0
47,2.7930337842553854,0
19,0.7873197142034769,0
89,2.704061670228839,0
26,1.1785168014466763,0
68,2.88381580542773,0
91,3.7049715518951416,0
54,1.2926855999976397,0
62,2.0318160858005285,0
52,1.211140014231205,0
49,0.8035268886014819,0
79,1.6152506144717336,0
30,0.38896049931645393,0
27,0.9696328053250909,0
80,3.4117934852838516,0
36,0.8721489105373621,0
65,0.9331909799948335,0
22,0.7528047878295183,0
85,3.331878112629056,0
68,2.1030603889375925,0
39,0.9213951155543327,0
50,1.2772750966250896,0
38,1.22016148455441,0
53,2.539697138592601,0
80,2.520221685990691,0
10,0.8375879800878465,0
31,1.5325912963598967,0
62,2.8752407422289252,0
27,0.8896714970469475,0
50,1.3044083807617426,0
69,1.6244334252551198,0
76,1.3416915042325854,0
64,2.2892595063894987,0
11,0.9411680139601231,0
62,2.1010532239452004,0
70,2.5700582060962915,0
94,2.112604720517993,0
90,3.0269696107134223,0
48,2.1033255122601986,0
42,2.3877862580120564,0
55,1.5682851858437061,0
42,2.229202000424266,0
41,1.6682519055902958,0
79,1.4354009758681059,0
39,1.9653321914374828,1
22,0.2842029947787523,0
33,0.7260196199640632,0
27,1.0627317000180483,0
31,0.967382900416851,1
34,1.0322248078882694,0
6,1.5646239966154099,0
13,1.4747330248355865,0
83,1.6787321092560887,0
29,0.8944861888885498,0
75,4.377740716561675,0
91,2.48901198618114,0
53,1.0754606192931533,0
31,1.8969359928742051,0
29,2.75674338825047,0
93,2.8115620613098145,0
23,0.6005726866424084,0
91,2.757933247834444,0
40,1.5269639864563942,0
16,0.5390306171029806,0
64,2.515378369949758,0
44,2.0324910301715136,0
8,0.8549788147211075,1
29,2.1031015310436487,0
83,2.737261747010052,0
42,1.5750143034383655,0
21,0.49520400911569595,0
54,1.9073898969218135,0
87,1.1526205139234662,0
51,1.4208070142194629,0
78,3.5628080582246184,0
43,1.1017779717221856,0
74,2.281969132833183,0
83,2.06806458812207,0
12,0.3864624919369817,0
42,1.435740616172552,0
30,0.6945346789434552,0
81,4.120263140648603,0
91,2.6144801834598184,0
81,2.9118436174467206,0
51,1.621402787975967,1
35,1.0329915843904018,0
77,2.0265366677194834,0
23,0.7596595194190741,0
49,1.9850504081696272,0
49,2.153218999505043,0
94,2.4870859337970614,0
85,2.2302959011867642,0
42,1.7122686132788658,0
16,1.3116813190281391,0
69,1.3953316193073988,0
48,1.9822123236954212,0
43,1.299076379276812,0
8,0.7783796191215515,0
28,1.8965084068477154,0
40,2.6122132185846567,0
89,2.5663602957502007,0
72,0.9348821034654975,0
14,0.7224397249519825,0
30,1.9498228318989277,0
53,1.4950973223894835,0
48,1.2926570205017924,0
