year,match_id,minute_2_0,xg_at_event,is_home_lead,target_comeback
2020,14725,67,0.5210926057770848,0,0
2020,14733,27,0.3396600056439638,0,1
2020,14734,13,0.20713409781455994,0,0
2020,14737,9,0.4246229939162731,0,0
2020,14744,43,0.2793192956596613,1,0
2020,14741,70,0.7721379958093166,0,0
2020,14743,34,1.5873727928847075,1,0
2020,14750,25,0.17768830060958862,1,0
2020,14764,20,0.278711199760437,0,0
2020,14768,58,0.7112027341499925,0,0
2020,14765,78,2.1744123604148626,1,0
2020,14767,48,0.8448436725884676,1,0
2020,14771,65,1.0586981046944857,0,0
2020,14773,60,0.6701299878768623,1,0
2020,14779,33,1.2344171246513724,0,0
2020,14782,87,2.630984403192997,0,0
2020,14780,89,2.8569522937759757,1,0
2020,14775,34,1.2820165185257792,1,0
2020,14777,43,1.1091369036585093,0,0
2020,14786,59,1.2409037025645375,0,0
2020,14792,59,1.297723134048283,1,0
2020,14793,61,3.074242086149752,1,0
2020,14802,94,1.8495571035891771,0,0
2020,14795,47,0.49964310694485903,0,1
2020,14797,65,1.3764570960775018,1,0
2020,14796,51,2.5796207804232836,0,0
2020,14805,59,0.582666028290987,1,0
2020,14806,51,1.7959431856870651,1,0
2020,14807,87,1.6746285082772374,0,0
2020,14808,41,0.33468060195446014,1,0
2020,14810,73,1.5114128245040774,1,0
2020,14811,13,0.3116997014731169,1,0
2020,14813,32,1.1922423224896193,1,0
2021,16376,72,1.014124408364296,1,0
2021,16379,39,0.23257550224661827,1,0
2021,16382,41,0.8403637930750847,1,0
2021,16383,64,1.3247651299461722,0,0
2021,16386,68,1.6353637147694826,1,0
2021,16387,63,0.4301147945225239,1,0
2021,16388,61,0.6269522979855537,1,0
2021,16391,40,0.09972020052373409,1,0
2021,16394,34,0.4121120013296604,0,0
2021,16395,55,1.0145827922970057,1,0
2021,16396,11,0.11680500209331512,1,0
2021,16400,57,0.6570798996835947,0,0
2021,16406,83,1.9714947436004877,1,0
2021,16413,48,1.1058872397989035,1,0
2021,16414,49,2.2254174184054136,0,0
2021,16417,33,0.9250151058658957,0,0
2021,16420,77,2.4049923196434975,1,0
2021,16422,74,1.041738593019545,1,0
2021,16423,49,0.640188998542726,1,0
2021,16425,56,1.6081923302263021,0,0
2021,16428,76,1.0556155005469918,1,0
2021,16434,26,0.2846410032361746,1,0
2021,16439,36,0.3109087971970439,0,1
2021,16455,36,0.23299480229616165,0,0
2021,16447,67,1.2876847079023719,1,1
2021,16451,69,1.7393436003476381,1,0
2021,16456,50,2.5407047374174,1,0
2021,16459,17,0.025725699961185455,1,0
2021,16458,27,0.6515832934528589,0,0
2021,16463,12,0.28842389956116676,0,0
2021,16468,17,0.2101628016680479,0,0
2021,16467,31,1.1714872904121876,1,0
2021,16469,23,0.7211694046854973,1,1
2021,16470,87,0.9453317299485207,0,0
2021,16471,76,1.6111962050199509,0,0
2021,16473,63,1.4168672692030668,0,0
2021,16475,31,0.5078376904129982,1,0
2021,16477,28,1.0324473837390542,0,0
2021,16480,77,1.7681103944778442,1,0
2021,16488,27,0.7272445932030678,0,0
2021,16486,88,0.8031847011297941,1,0
2021,16494,43,1.9661619178950787,1,0
2021,16489,51,0.9954880764707923,1,0
2021,16490,54,1.489899991080165,1,0
2021,16496,65,1.97156239207834,1,0
2021,16501,85,0.6799270985648036,0,0
2021,16503,31,0.640930101275444,1,0
2021,16504,89,1.9986016368493438,1,0
2021,16506,42,0.5857155788689852,0,0
2021,16507,18,0.8876790255308151,0,0
2021,16523,30,1.9458157792687416,0,0
2021,16522,66,2.1989624090492725,1,0
2021,16526,26,0.20585560239851475,1,0
2021,16532,56,0.40128619968891144,1,0
2021,16531,61,1.071983295492828,1,0
2021,16541,86,1.3215839806944132,0,0
2021,16545,12,0.5702167171984911,1,0
2021,16536,86,2.624584493227303,1,0
2021,16548,27,1.2226819111965597,0,0
2021,16550,26,0.11038200370967388,0,0
2021,16560,13,0.03425149992108345,1,0
2021,16562,43,1.0602182243019342,0,0
2021,16563,33,0.6473424062132835,1,0
2021,16556,55,0.5065258909016848,0,0
2021,16557,41,0.46536950021982193,1,0
2021,16570,37,0.40104340203106403,1,0
2021,16574,34,1.1912328246980906,1,0
2021,16579,24,1.1151157263666391,0,0
2021,16580,20,0.16019659955054522,0,0
2021,16578,25,0.4840270970016718,0,1
2021,16554,82,1.8433905076235533,1,0
2021,16595,58,0.8204407850280404,1,0
2021,16586,66,1.5667161978781223,0,1
2021,16589,68,1.6163404872640967,1,0
2021,16537,61,2.0651632649824023,0,0
2021,16605,73,0.9697605986148119,0,0
2021,16599,31,0.36195369623601437,0,0
2021,16598,54,0.8869871981441975,1,0
2021,16612,79,2.0016254633665085,1,0
2021,16615,68,1.4233611300587654,1,0
2021,16614,86,2.1309205116704106,1,0
2021,16619,22,0.47325069084763527,1,0
2021,16625,82,1.7237582076340914,0,0
2021,16623,47,1.7015145048499107,0,0
2021,16624,17,0.28362690284848213,0,0
2021,16549,96,3.4815451819449663,1,0
2021,16626,78,1.5341656878590584,1,0
2021,16628,39,0.20663169957697392,0,0
2021,16633,83,2.3507359977811575,1,0
2021,16630,49,1.4003100171685219,0,0
2021,16559,29,0.4226742945611477,1,0
2021,16644,87,2.7025973070412874,1,0
2021,16642,14,0.6363463085144758,0,0
2021,16637,43,0.8921587932854891,0,0
2021,16638,67,1.2024969113990664,0,0
2021,16588,89,2.381348797120154,0,0
2021,16646,43,1.5231403857469559,1,0
2021,16647,52,1.01267917919904,0,0
2021,16651,13,0.829827081412077,1,0
2021,16652,51,0.7503702938556671,0,0
2021,16655,33,0.598569811321795,0,0
2021,16653,36,0.8734683766961098,1,0
2021,16565,20,0.025242600589990616,1,0
2021,16672,13,0.15873049944639206,0,0
2021,16572,64,0.40047210454940796,0,0
2021,16658,60,1.485864108428359,0,0
2021,16657,93,1.3787995893508196,1,0
2021,16664,33,0.2800109013915062,0,0
2021,16665,81,1.5426725195720792,1,0
2021,16656,58,2.033986823633313,1,0
2021,16528,56,2.0650134794414043,0,0
2021,16636,61,0.8181734886020422,0,0
2021,16675,55,1.3432165114209056,1,1
2021,16668,32,0.17655130103230476,1,0
2021,16680,88,1.6774409264326096,1,0
2021,16684,24,0.11505239922553301,0,0
2021,16682,23,0.010493500158190727,1,0
2021,16686,72,1.2980683408677578,0,0
2021,16687,15,0.2930913921445608,0,0
2021,16695,65,1.054059230722487,0,0
2021,16694,49,1.541789498180151,0,0
2021,16688,85,2.5776236867532134,1,0
2021,16691,44,0.4048369014635682,1,0
2021,16693,63,0.48662619665265083,1,0
2021,16702,31,0.9815856032073498,1,0
2021,16669,21,0.1476254966109991,1,0
2021,16670,64,0.7265399005264044,1,0
2021,16667,43,2.3855325654149055,1,0
2021,16715,31,1.1309057176113129,1,0
2021,16706,40,0.8356655836105347,0,0
2021,16707,22,0.3351830057799816,1,0
2021,16708,84,1.2216212917119265,1,0
2021,16716,69,1.4926985166966915,0,0
2021,16718,85,1.4513855036348104,0,0
2021,16725,92,2.4773968691006303,1,0
2021,16723,53,0.8287886064499617,0,0
2021,16719,59,0.8479249160736799,1,0
2021,16722,60,0.8140985015779734,1,0
2021,16731,57,1.5091515947133303,1,1
2021,16732,30,0.589994590729475,0,0
2021,16734,13,0.7680220883339643,1,0
2021,16733,48,0.7342579066753387,1,0
2021,16726,29,0.2435619980096817,0,0
2021,16735,9,0.10759369749575853,1,0
2021,16727,37,2.10335535928607,1,0
2021,16703,54,0.7383183035999537,0,0
2021,16582,61,3.126674300059676,1,0
2021,16593,36,0.35792560409754515,1,0
2021,16737,44,0.5643749972805381,1,0
2021,16744,46,2.2822267739102244,1,1
2021,16704,35,0.2789119966328144,0,1
2021,16746,30,0.9426347110420465,1,0
2021,16749,59,0.4045419106259942,0,0
2021,16752,73,1.7926623169332743,1,0
2021,16754,68,1.541585611179471,0,1
2021,16755,31,0.4194045923650265,0,0
2022,18204,79,0.8985804123803973,1,0
2022,18206,77,1.4852539487183094,1,0
2022,18209,38,0.6128675965592265,0,0
2022,18210,45,0.3523394949734211,1,1
2022,18211,64,0.9775449009612203,0,0
2022,18212,85,1.655446982011199,1,0
2022,18214,30,0.6378293111920357,1,0
2022,18215,59,0.9285785015672445,0,1
2022,18217,34,0.8026638086885214,1,0
2022,18218,17,0.22629359643906355,1,0
2022,18225,19,0.6502377055585384,1,0
2022,18227,10,0.2561599910259247,0,0
2022,18228,36,0.4381788931787014,1,0
2022,18229,65,0.6020533014088869,0,0
2022,18231,52,1.1448684073984623,1,0
2022,18235,62,1.907967809587717,1,0
2022,18236,5,0.0,1,0
2022,18241,80,2.203775927890092,0,0
2022,18246,22,0.6453472040593624,1,0
2022,18254,46,0.2986444979906082,1,1
2022,18255,74,2.2711994256824255,1,0
2022,18257,42,0.3780216593295336,1,0
2022,18274,15,0.13112309854477644,0,0
2022,18280,27,0.1205171961337328,0,0
2022,18285,32,1.437064003199339,0,0
2022,18288,16,0.975991390645504,0,0
2022,18291,53,0.6721886014565825,1,0
2022,18289,33,0.882158886641264,1,0
2022,18287,26,0.9821272986009717,1,0
2022,18295,53,2.0049384981393814,1,0
2022,18298,31,0.7188362842425704,1,0
2022,18299,27,0.3196021057665348,1,0
2022,18303,63,1.8521419344469905,1,0
2022,18310,85,2.0861327052116394,1,0
2022,18302,64,2.693629113957286,0,0
2022,18321,68,1.8696465836837888,1,0
2022,18316,67,2.7057642303407192,1,0
2022,18324,62,0.7664669984951615,1,0
2022,18326,42,0.27659688144922256,1,0
2022,18322,6,0.0898446012288332,1,0
2022,18331,18,0.5002113040536642,0,0
2022,18329,39,1.0034335926175117,0,0
2022,18330,91,1.4304992016404867,1,0
2022,18333,49,0.3435507006943226,1,1
2022,18341,55,1.378617249429226,1,0
2022,18332,48,1.148190287873149,1,0
2022,18344,85,3.081790796481073,0,0
2022,18342,10,0.0,1,0
2022,18348,57,1.5769264660775661,0,0
2022,18349,39,0.633046904578805,0,0
2022,18352,24,0.4153571967035532,1,0
2022,18360,77,1.6268661161884665,0,0
2022,18361,74,1.4719272907823324,0,0
2022,18364,53,0.43481509760022163,1,1
2022,18366,70,0.9254285022616386,0,0
2022,18369,6,0.10225900262594223,0,0
2022,18371,55,1.035060130059719,0,0
2022,18363,36,1.6071879789233208,0,0
2022,18365,23,0.42218341678380966,1,0
2022,18370,22,0.16047639958560467,1,0
2022,18368,50,2.037375465966761,0,0
2022,18380,42,0.6496742945164442,0,0
2022,18372,35,0.3040583012625575,0,0
2022,18373,38,0.9944323133677244,0,0
2022,18379,72,0.8953187828883529,0,0
2022,18387,50,0.927199786528945,0,0
2022,18390,48,0.4000247959047556,1,0
2022,18386,52,0.7433434994891286,0,0
2022,18392,63,2.369520580396056,1,0
2022,18394,52,1.4868286065757275,1,0
2022,18399,84,1.7801784118637443,1,0
2022,18393,74,0.5188669022172689,1,0
2022,18267,46,0.9693752117455006,0,1
2022,18411,40,0.2897784039378166,1,0
2022,18409,49,0.5132862981408834,1,0
2022,18413,43,0.7938286121934652,1,0
2022,18417,61,1.339030435308814,1,0
2022,18421,70,2.3910960173234344,1,0
2022,18425,87,1.9941927026957273,1,0
2022,18426,84,2.3819486778229475,0,0
2022,18429,38,1.2257528165355325,1,0
2022,18428,48,0.7342554125934839,1,0
2022,18438,16,0.42531421035528183,0,0
2022,18437,55,2.685342578217387,1,0
2022,18440,71,0.8989653019234538,1,0
2022,18444,80,2.4001590171828866,0,0
2022,18451,72,1.008305087685585,1,0
2022,18442,28,0.5349969919770956,0,0
